,Item Name,Price,Quantity,Image link
119,Tilapia / Jalebi Fish (Large), ₹99.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/i/tilapia-whole.jpg
120,Trevally / Vatta (Large), ₹249.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/r/trevally_large.jpg
121,Vegetable Kurma Cut Vegetable Mix - 500g Pack (Ozone Washed), ₹99.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/v/e/vegetable_kurma_mix.jpg
122,Vegetable Soup Mix - 500g Pack (Ozone Washed), ₹99.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/v/e/veg_soup_mix.jpg
123,White Prawns / Indian Naaran (Medium), ₹375.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/5/b/5b3a82935d.jpg
124,White Prawns / Indian Naaran / Jhinga, ₹425.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/5/b/5b3a81255d-edit-white_prawn_5.jpg
125,White Prawns / Indian Naaran / Jhinga (Large), ₹419.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/5/b/5b3a81255d-edit-white_prawn.jpg
126,White Snapper / Vela Meen, ₹289.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/w/h/white-snapper-whole.jpg
127,Wild Caught Prawn / Jhinga / Kazhanthan (Small), ₹249.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/k/a/kazhanthan_small.jpg
128,Yellow Snapper, ₹249.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/i/m/images-website-yellow-snapper-0103-1.jpg
129,Yummy Chicken Cutlets - Pack of 3 (130g to 160g), ₹125.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_cutlet.jpg
130,Yummy Fish Cutlets - Pack of 3 (Mix Fish), ₹125.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/f/i/fish_cutlet2.jpg
131,Yummy Mutton Cutlets - Pack of 3 (130g to 160g), ₹175.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/f/i/fish_cutlet_1_1.jpg
132,Yummy Prawns Cutlets - Pack of 3 (130g to 160g), ₹125.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/u/cutlet3_2.jpg
133,**Rare** Kalbose/ Kalbasu/ Black rohu/ Labeo calbasu, ₹179.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/_/r/_r3a47575d.jpg
134,Kolkata Topshe / তপসে / Mango Fish / Cichlid, ₹389.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/_/9/_90a23765d.jpg
135,Rainbow Immunity Box, ₹225.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/93/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/a/rainbow-ox-1-_800x533.jpg
